time,potential,pair
9/28/2023 6:13,362,76.2 to 78.2
9/28/2023 6:14,350,152.4 to 154.4
9/28/2023 6:15,513,226.6 to 228.6
9/28/2023 6:16,2700,2 to 78.2
9/28/2023 6:17,2840,2 to 154.4
9/28/2023 6:18,2500,2 to 228.6
9/28/2023 7:12,-56,2 to 4
9/28/2023 7:13,350,76.2 to 78.2
9/28/2023 7:14,650,152.4 to 154.4
9/28/2023 7:15,410,226.6 to 228.6
9/28/2023 7:16,2700,2 to 78.2
9/28/2023 7:17,2810,2 to 154.4
9/28/2023 7:18,2470,2 to 228.6
9/28/2023 8:12,-11,2 to 4
9/28/2023 8:13,337,76.2 to 78.2
9/28/2023 8:14,620,152.4 to 154.4
9/28/2023 8:15,204,226.6 to 228.6
9/28/2023 8:16,2760,2 to 78.2
9/28/2023 8:17,2880,2 to 154.4
9/28/2023 8:18,2540,2 to 228.6
9/28/2023 10:12,28,2 to 4
9/28/2023 10:13,307,76.2 to 78.2
9/28/2023 10:14,950,152.4 to 154.4
9/28/2023 10:15,-209,226.6 to 228.6
9/28/2023 10:16,2950,2 to 78.2
9/28/2023 10:17,3090,2 to 154.4
9/28/2023 10:18,2770,2 to 228.6
9/28/2023 11:12,24,2 to 4
9/28/2023 11:13,261,76.2 to 78.2
9/28/2023 11:14,303,152.4 to 154.4
9/28/2023 11:15,295,226.6 to 228.6
9/28/2023 11:16,2870,2 to 78.2
9/28/2023 11:17,3020,2 to 154.4
9/28/2023 11:18,2690,2 to 228.6
9/28/2023 12:12,15,2 to 4
9/28/2023 12:13,228,76.2 to 78.2
9/28/2023 12:14,420,152.4 to 154.4
9/28/2023 12:15,-122,226.6 to 228.6
9/28/2023 12:16,2890,2 to 78.2
9/28/2023 12:17,2980,2 to 154.4
9/28/2023 12:18,2710,2 to 228.6
9/28/2023 14:12,23,2 to 4
9/28/2023 14:13,191,76.2 to 78.2
9/28/2023 14:14,1100,152.4 to 154.4
9/28/2023 14:15,603,226.6 to 228.6
9/28/2023 14:16,2960,2 to 78.2
9/28/2023 14:17,3070,2 to 154.4
9/28/2023 14:18,2930,2 to 228.6
9/28/2023 15:12,10,2 to 4
9/28/2023 15:13,190,76.2 to 78.2
9/28/2023 15:14,740,152.4 to 154.4
9/28/2023 15:15,850,226.6 to 228.6
9/28/2023 15:16,2760,2 to 78.2
9/28/2023 15:17,2840,2 to 154.4
9/28/2023 15:18,2790,2 to 228.6
9/28/2023 16:12,6,2 to 4
9/28/2023 16:13,184,76.2 to 78.2
9/28/2023 16:14,990,152.4 to 154.4
9/28/2023 16:15,599,226.6 to 228.6
9/28/2023 16:16,2630,2 to 78.2
9/28/2023 16:17,2710,2 to 154.4
9/28/2023 16:18,2670,2 to 228.6
9/28/2023 18:12,12,2 to 4
9/28/2023 18:13,116,76.2 to 78.2
9/28/2023 18:14,1220,152.4 to 154.4
9/28/2023 18:15,760,226.6 to 228.6
9/28/2023 18:16,2520,2 to 78.2
9/28/2023 18:17,2580,2 to 154.4
9/28/2023 18:18,2670,2 to 228.6
9/28/2023 19:12,-6,2 to 4
9/28/2023 19:13,98,76.2 to 78.2
9/28/2023 19:14,990,152.4 to 154.4
9/28/2023 19:15,287,226.6 to 228.6
9/28/2023 19:16,2310,2 to 78.2
9/28/2023 19:17,2370,2 to 154.4
9/28/2023 19:18,2440,2 to 228.6
9/28/2023 20:12,-16,2 to 4
9/28/2023 20:13,98,76.2 to 78.2
9/28/2023 20:14,1060,152.4 to 154.4
9/28/2023 20:15,453,226.6 to 228.6
9/28/2023 20:16,2170,2 to 78.2
9/28/2023 20:17,2230,2 to 154.4
9/28/2023 20:18,2300,2 to 228.6
9/28/2023 22:12,4,2 to 4
9/28/2023 22:13,87,76.2 to 78.2
9/28/2023 22:14,1380,152.4 to 154.4
9/28/2023 22:15,930,226.6 to 228.6
9/28/2023 22:16,2150,2 to 78.2
9/28/2023 22:17,2190,2 to 154.4
9/28/2023 22:18,2530,2 to 228.6
9/29/2023 0:12,5,2 to 4
9/29/2023 0:13,83,76.2 to 78.2
9/29/2023 0:14,1270,152.4 to 154.4
9/29/2023 0:15,1330,226.6 to 228.6
9/29/2023 0:16,2030,2 to 78.2
9/29/2023 0:17,2100,2 to 154.4
9/29/2023 0:18,2610,2 to 228.6
9/29/2023 2:12,12,2 to 4
9/29/2023 2:13,77,76.2 to 78.2
9/29/2023 2:14,1330,152.4 to 154.4
9/29/2023 2:15,1120,226.6 to 228.6
9/29/2023 2:16,1970,2 to 78.2
9/29/2023 2:17,2050,2 to 154.4
9/29/2023 2:18,2480,2 to 228.6
9/29/2023 4:12,24,2 to 4
9/29/2023 4:13,110,76.2 to 78.2
9/29/2023 4:14,1690,152.4 to 154.4
9/29/2023 4:15,111,226.6 to 228.6
9/29/2023 4:16,1950,2 to 78.2
9/29/2023 4:17,2050,2 to 154.4
9/29/2023 4:18,2250,2 to 228.6
9/29/2023 6:12,23,2 to 4
9/29/2023 6:13,114,76.2 to 78.2
9/29/2023 6:14,1660,152.4 to 154.4
9/29/2023 6:15,-146,226.6 to 228.6
9/29/2023 6:16,1860,2 to 78.2
9/29/2023 6:17,1960,2 to 154.4
9/29/2023 6:18,2060,2 to 228.6
9/29/2023 7:12,4,2 to 4
9/29/2023 7:13,106,76.2 to 78.2
9/29/2023 7:14,1730,152.4 to 154.4
9/29/2023 7:15,-392,226.6 to 228.6
9/29/2023 7:16,1740,2 to 78.2
9/29/2023 7:17,1860,2 to 154.4
9/29/2023 7:18,1940,2 to 228.6
9/29/2023 8:12,-2,2 to 4
9/29/2023 8:13,103,76.2 to 78.2
9/29/2023 8:14,1730,152.4 to 154.4
9/29/2023 8:15,273,226.6 to 228.6
9/29/2023 8:16,1670,2 to 78.2
9/29/2023 8:17,1790,2 to 154.4
9/29/2023 8:18,1840,2 to 228.6
9/29/2023 10:12,5,2 to 4
9/29/2023 10:13,73,76.2 to 78.2
9/29/2023 10:14,1780,152.4 to 154.4
9/29/2023 10:15,320,226.6 to 228.6
9/29/2023 10:16,1720,2 to 78.2
9/29/2023 10:17,1880,2 to 154.4
9/29/2023 10:18,2220,2 to 228.6
9/29/2023 11:12,-17,2 to 4
9/29/2023 11:13,81,76.2 to 78.2
9/29/2023 11:14,1810,152.4 to 154.4
9/29/2023 11:15,1090,226.6 to 228.6
9/29/2023 11:16,1720,2 to 78.2
9/29/2023 11:17,1960,2 to 154.4
9/29/2023 11:18,2500,2 to 228.6
9/29/2023 12:12,-26,2 to 4
9/29/2023 12:13,78,76.2 to 78.2
9/29/2023 12:14,1780,152.4 to 154.4
9/29/2023 12:15,1600,226.6 to 228.6
9/29/2023 12:16,1760,2 to 78.2
9/29/2023 12:17,2040,2 to 154.4
9/29/2023 12:18,2690,2 to 228.6
9/29/2023 14:12,-18,2 to 4
9/29/2023 14:13,63,76.2 to 78.2
9/29/2023 14:14,1250,152.4 to 154.4
9/29/2023 14:15,1640,226.6 to 228.6
9/29/2023 14:16,1900,2 to 78.2
9/29/2023 14:17,2160,2 to 154.4
9/29/2023 14:18,2730,2 to 228.6
9/29/2023 15:12,-38,2 to 4
9/29/2023 15:13,-4,76.2 to 78.2
9/29/2023 15:14,1640,152.4 to 154.4
9/29/2023 15:15,1540,226.6 to 228.6
9/29/2023 15:16,1880,2 to 78.2
9/29/2023 15:17,2190,2 to 154.4
9/29/2023 15:18,2910,2 to 228.6
9/29/2023 16:12,-51,2 to 4
9/29/2023 16:13,12,76.2 to 78.2
9/29/2023 16:14,1760,152.4 to 154.4
9/29/2023 16:15,1700,226.6 to 228.6
9/29/2023 16:16,1900,2 to 78.2
9/29/2023 16:17,2270,2 to 154.4
9/29/2023 16:18,3270,2 to 228.6
9/29/2023 18:12,-52,2 to 4
9/29/2023 18:13,-14,76.2 to 78.2
9/29/2023 18:14,1390,152.4 to 154.4
9/29/2023 18:15,1770,226.6 to 228.6
9/29/2023 18:16,1690,2 to 78.2
9/29/2023 18:17,1960,2 to 154.4
9/29/2023 18:18,2560,2 to 228.6
9/29/2023 19:12,-70,2 to 4
9/29/2023 19:13,18,76.2 to 78.2
9/29/2023 19:14,1330,152.4 to 154.4
9/29/2023 19:15,1240,226.6 to 228.6
9/29/2023 19:16,1510,2 to 78.2
9/29/2023 19:17,1780,2 to 154.4
9/29/2023 19:18,2210,2 to 228.6
9/29/2023 20:12,-84,2 to 4
9/29/2023 20:13,49,76.2 to 78.2
9/29/2023 20:14,1580,152.4 to 154.4
9/29/2023 20:15,880,226.6 to 228.6
9/29/2023 20:16,1360,2 to 78.2
9/29/2023 20:17,1620,2 to 154.4
9/29/2023 20:18,2010,2 to 228.6
9/29/2023 22:12,-126,2 to 4
9/29/2023 22:13,25,76.2 to 78.2
9/29/2023 22:14,1610,152.4 to 154.4
9/29/2023 22:15,291,226.6 to 228.6
9/29/2023 22:16,1150,2 to 78.2
9/29/2023 22:17,1450,2 to 154.4
9/29/2023 22:18,1850,2 to 228.6
9/30/2023 0:12,-117,2 to 4
9/30/2023 0:13,39,76.2 to 78.2
9/30/2023 0:14,1900,152.4 to 154.4
9/30/2023 0:15,800,226.6 to 228.6
9/30/2023 0:16,1020,2 to 78.2
9/30/2023 0:17,1300,2 to 154.4
9/30/2023 0:18,1830,2 to 228.6
9/30/2023 2:12,-115,2 to 4
9/30/2023 2:13,30,76.2 to 78.2
9/30/2023 2:14,2060,152.4 to 154.4
9/30/2023 2:15,1150,226.6 to 228.6
9/30/2023 2:16,980,2 to 78.2
9/30/2023 2:17,1250,2 to 154.4
9/30/2023 2:18,1970,2 to 228.6
9/30/2023 4:12,-143,2 to 4
9/30/2023 4:13,95,76.2 to 78.2
9/30/2023 4:14,2050,152.4 to 154.4
9/30/2023 4:15,1380,226.6 to 228.6
9/30/2023 4:16,880,2 to 78.2
9/30/2023 4:17,1301,2 to 154.4
9/30/2023 4:18,1880,2 to 228.6
9/30/2023 6:12,-130,2 to 4
9/30/2023 6:13,90,76.2 to 78.2
9/30/2023 6:14,1990,152.4 to 154.4
9/30/2023 6:15,1300,226.6 to 228.6
9/30/2023 6:16,840,2 to 78.2
9/30/2023 6:17,1232,2 to 154.4
9/30/2023 6:18,1920,2 to 228.6
9/30/2023 7:12,-145,2 to 4
9/30/2023 7:13,105,76.2 to 78.2
9/30/2023 7:14,2020,152.4 to 154.4
9/30/2023 7:15,1220,226.6 to 228.6
9/30/2023 7:16,820,2 to 78.2
9/30/2023 7:17,1232,2 to 154.4
9/30/2023 7:18,1940,2 to 228.6
9/30/2023 8:12,-154,2 to 4
9/30/2023 8:13,133,76.2 to 78.2
9/30/2023 8:14,2000,152.4 to 154.4
9/30/2023 8:15,1240,226.6 to 228.6
9/30/2023 8:16,900,2 to 78.2
9/30/2023 8:17,1238,2 to 154.4
9/30/2023 8:18,1940,2 to 228.6
9/30/2023 10:12,-152,2 to 4
9/30/2023 10:13,157,76.2 to 78.2
9/30/2023 10:14,1690,152.4 to 154.4
9/30/2023 10:15,3060,226.6 to 228.6
9/30/2023 10:16,860,2 to 78.2
9/30/2023 10:17,1180,2 to 154.4
9/30/2023 10:18,2310,2 to 228.6
9/30/2023 11:12,-180,2 to 4
9/30/2023 11:13,191,76.2 to 78.2
9/30/2023 11:14,1490,152.4 to 154.4
9/30/2023 11:15,4350,226.6 to 228.6
9/30/2023 11:16,950,2 to 78.2
9/30/2023 11:17,1360,2 to 154.4
9/30/2023 11:18,2580,2 to 228.6
9/30/2023 12:12,-208,2 to 4
9/30/2023 12:13,146,76.2 to 78.2
9/30/2023 12:14,1620,152.4 to 154.4
9/30/2023 12:15,3470,226.6 to 228.6
9/30/2023 12:16,1110,2 to 78.2
9/30/2023 12:17,1600,2 to 154.4
9/30/2023 12:18,2950,2 to 228.6
9/30/2023 14:12,-271,2 to 4
9/30/2023 14:13,184,76.2 to 78.2
9/30/2023 14:14,1320,152.4 to 154.4
9/30/2023 14:15,2910,226.6 to 228.6
9/30/2023 14:16,1580,2 to 78.2
9/30/2023 14:17,2230,2 to 154.4
9/30/2023 14:18,4030,2 to 228.6
9/30/2023 15:12,-244,2 to 4
9/30/2023 15:13,317,76.2 to 78.2
9/30/2023 15:14,577,152.4 to 154.4
9/30/2023 15:15,2950,226.6 to 228.6
9/30/2023 15:16,1340,2 to 78.2
9/30/2023 15:17,1870,2 to 154.4
9/30/2023 15:18,3120,2 to 228.6
9/30/2023 16:12,-249,2 to 4
9/30/2023 16:13,328,76.2 to 78.2
9/30/2023 16:14,1530,152.4 to 154.4
9/30/2023 16:15,2080,226.6 to 228.6
9/30/2023 16:16,1250,2 to 78.2
9/30/2023 16:17,1850,2 to 154.4
9/30/2023 16:18,3160,2 to 228.6
9/30/2023 18:12,-240,2 to 4
9/30/2023 18:13,375,76.2 to 78.2
9/30/2023 18:14,220,152.4 to 154.4
9/30/2023 18:15,2360,226.6 to 228.6
9/30/2023 18:16,1080,2 to 78.2
9/30/2023 18:17,1570,2 to 154.4
9/30/2023 18:18,2840,2 to 228.6
9/30/2023 19:12,-249,2 to 4
9/30/2023 19:13,422,76.2 to 78.2
9/30/2023 19:14,-443,152.4 to 154.4
9/30/2023 19:15,2390,226.6 to 228.6
9/30/2023 19:16,1020,2 to 78.2
9/30/2023 19:17,1470,2 to 154.4
9/30/2023 19:18,2690,2 to 228.6
9/30/2023 20:12,-253,2 to 4
9/30/2023 20:13,439,76.2 to 78.2
9/30/2023 20:14,610,152.4 to 154.4
9/30/2023 20:15,1950,226.6 to 228.6
9/30/2023 20:16,950,2 to 78.2
9/30/2023 20:17,1390,2 to 154.4
9/30/2023 20:18,2640,2 to 228.6
9/30/2023 22:12,-232,2 to 4
9/30/2023 22:13,431,76.2 to 78.2
9/30/2023 22:14,1680,152.4 to 154.4
9/30/2023 22:15,2350,226.6 to 228.6
9/30/2023 22:16,870,2 to 78.2
9/30/2023 22:17,1290,2 to 154.4
9/30/2023 22:18,2560,2 to 228.6
10/1/2023 0:12,-248,2 to 4
10/1/2023 0:13,354,76.2 to 78.2
10/1/2023 0:14,1520,152.4 to 154.4
10/1/2023 0:15,2760,226.6 to 228.6
10/1/2023 0:16,870,2 to 78.2
10/1/2023 0:17,1200,2 to 154.4
10/1/2023 0:18,2350,2 to 228.6
10/1/2023 2:12,-597,2 to 4
10/1/2023 2:13,184,76.2 to 78.2
10/1/2023 2:14,1740,152.4 to 154.4
10/1/2023 2:15,2710,226.6 to 228.6
10/1/2023 2:16,677,2 to 78.2
10/1/2023 2:17,1148,2 to 154.4
10/1/2023 2:18,2150,2 to 228.6
10/1/2023 4:12,-856,2 to 4
10/1/2023 4:13,269,76.2 to 78.2
10/1/2023 4:14,2040,152.4 to 154.4
10/1/2023 4:15,2920,226.6 to 228.6
10/1/2023 4:16,670,2 to 78.2
10/1/2023 4:17,1170,2 to 154.4
10/1/2023 4:18,2450,2 to 228.6
10/1/2023 6:12,-741,2 to 4
10/1/2023 6:13,266,76.2 to 78.2
10/1/2023 6:14,1660,152.4 to 154.4
10/1/2023 6:15,3140,226.6 to 228.6
10/1/2023 6:16,730,2 to 78.2
10/1/2023 6:17,1240,2 to 154.4
10/1/2023 6:18,2370,2 to 228.6
10/1/2023 7:12,-791,2 to 4
10/1/2023 7:13,238,76.2 to 78.2
10/1/2023 7:14,1920,152.4 to 154.4
10/1/2023 7:15,2330,226.6 to 228.6
10/1/2023 7:16,740,2 to 78.2
10/1/2023 7:17,1260,2 to 154.4
10/1/2023 7:18,2340,2 to 228.6
10/1/2023 8:12,-823,2 to 4
10/1/2023 8:13,296,76.2 to 78.2
10/1/2023 8:14,1960,152.4 to 154.4
10/1/2023 8:15,2150,226.6 to 228.6
10/1/2023 8:16,740,2 to 78.2
10/1/2023 8:17,1300,2 to 154.4
10/1/2023 8:18,2410,2 to 228.6
10/1/2023 10:12,-894,2 to 4
10/1/2023 10:13,316,76.2 to 78.2
10/1/2023 10:14,1700,152.4 to 154.4
10/1/2023 10:15,4510,226.6 to 228.6
10/1/2023 10:16,730,2 to 78.2
10/1/2023 10:17,1310,2 to 154.4
10/1/2023 10:18,2740,2 to 228.6
10/1/2023 11:12,-918,2 to 4
10/1/2023 11:13,363,76.2 to 78.2
10/1/2023 11:14,517,152.4 to 154.4
10/1/2023 11:15,4350,226.6 to 228.6
10/1/2023 11:16,1140,2 to 78.2
10/1/2023 11:17,1790,2 to 154.4
10/1/2023 11:18,3330,2 to 228.6
10/1/2023 12:12,-770,2 to 4
10/1/2023 12:13,379,76.2 to 78.2
10/1/2023 12:14,1850,152.4 to 154.4
10/1/2023 12:15,3750,226.6 to 228.6
10/1/2023 12:16,1150,2 to 78.2
10/1/2023 12:17,1610,2 to 154.4
10/1/2023 12:18,3120,2 to 228.6
10/1/2023 14:12,-768,2 to 4
10/1/2023 14:13,335,76.2 to 78.2
10/1/2023 14:14,1980,152.4 to 154.4
10/1/2023 14:15,4380,226.6 to 228.6
10/1/2023 14:16,1790,2 to 78.2
10/1/2023 14:17,2520,2 to 154.4
10/1/2023 14:18,4230,2 to 228.6
10/1/2023 15:12,-665,2 to 4
10/1/2023 15:13,453,76.2 to 78.2
10/1/2023 15:14,1240,152.4 to 154.4
10/1/2023 15:15,4160,226.6 to 228.6
10/1/2023 15:16,1460,2 to 78.2
10/1/2023 15:17,2210,2 to 154.4
10/1/2023 15:18,3920,2 to 228.6
10/1/2023 16:12,-804,2 to 4
10/1/2023 16:13,514,76.2 to 78.2
10/1/2023 16:14,1880,152.4 to 154.4
10/1/2023 16:15,3750,226.6 to 228.6
10/1/2023 16:16,1300,2 to 78.2
10/1/2023 16:17,2130,2 to 154.4
10/1/2023 16:18,4100,2 to 228.6
10/1/2023 18:12,-540,2 to 4
10/1/2023 18:13,490,76.2 to 78.2
10/1/2023 18:14,670,152.4 to 154.4
10/1/2023 18:15,4080,226.6 to 228.6
10/1/2023 18:16,1300,2 to 78.2
10/1/2023 18:17,1830,2 to 154.4
10/1/2023 18:18,3200,2 to 228.6
10/1/2023 19:12,-575,2 to 4
10/1/2023 19:13,510,76.2 to 78.2
10/1/2023 19:14,429,152.4 to 154.4
10/1/2023 19:15,3700,226.6 to 228.6
10/1/2023 19:16,1180,2 to 78.2
10/1/2023 19:17,1690,2 to 154.4
10/1/2023 19:18,2860,2 to 228.6
10/1/2023 20:12,-789,2 to 4
10/1/2023 20:13,530,76.2 to 78.2
10/1/2023 20:14,720,152.4 to 154.4
10/1/2023 20:15,3390,226.6 to 228.6
10/1/2023 20:16,970,2 to 78.2
10/1/2023 20:17,1520,2 to 154.4
10/1/2023 20:18,2800,2 to 228.6
10/1/2023 22:12,-116,2 to 4
10/1/2023 22:13,480,76.2 to 78.2
10/1/2023 22:14,1800,152.4 to 154.4
10/1/2023 22:15,2610,226.6 to 228.6
10/1/2023 22:16,750,2 to 78.2
10/1/2023 22:17,1520,2 to 154.4
10/1/2023 22:19,3030,2 to 228.6
10/2/2023 0:12,-112,2 to 4
10/2/2023 0:13,504,76.2 to 78.2
10/2/2023 0:14,2880,152.4 to 154.4
10/2/2023 0:15,2710,226.6 to 228.6
10/2/2023 0:16,679,2 to 78.2
10/2/2023 0:17,1410,2 to 154.4
10/2/2023 0:19,2980,2 to 228.6
10/2/2023 2:12,-103,2 to 4
10/2/2023 2:13,490,76.2 to 78.2
10/2/2023 2:14,2770,152.4 to 154.4
10/2/2023 2:15,2870,226.6 to 228.6
10/2/2023 2:16,676,2 to 78.2
10/2/2023 2:17,1270,2 to 154.4
10/2/2023 2:19,2800,2 to 228.6
10/2/2023 4:12,-103,2 to 4
10/2/2023 4:13,450,76.2 to 78.2
10/2/2023 4:14,2790,152.4 to 154.4
10/2/2023 4:15,2860,226.6 to 228.6
10/2/2023 4:16,674,2 to 78.2
10/2/2023 4:17,1310,2 to 154.4
10/2/2023 4:19,2850,2 to 228.6
10/2/2023 6:12,-103,2 to 4
10/2/2023 6:13,440,76.2 to 78.2
10/2/2023 6:14,3000,152.4 to 154.4
10/2/2023 6:15,2950,226.6 to 228.6
10/2/2023 6:16,639,2 to 78.2
10/2/2023 6:17,1330,2 to 154.4
10/2/2023 6:19,2800,2 to 228.6
10/2/2023 7:12,-990,2 to 4
10/2/2023 7:13,460,76.2 to 78.2
10/2/2023 7:14,2920,152.4 to 154.4
10/2/2023 7:15,2840,226.6 to 228.6
10/2/2023 7:16,657,2 to 78.2
10/2/2023 7:17,1330,2 to 154.4
10/2/2023 7:19,2740,2 to 228.6
10/2/2023 8:12,-104,2 to 4
10/2/2023 8:13,460,76.2 to 78.2
10/2/2023 8:14,3090,152.4 to 154.4
10/2/2023 8:15,2830,226.6 to 228.6
10/2/2023 8:16,680,2 to 78.2
10/2/2023 8:17,1360,2 to 154.4
10/2/2023 8:19,2730,2 to 228.6
10/2/2023 10:12,-104,2 to 4
10/2/2023 10:13,463,76.2 to 78.2
10/2/2023 10:14,2510,152.4 to 154.4
10/2/2023 10:15,4170,226.6 to 228.6
10/2/2023 10:16,623,2 to 78.2
10/2/2023 10:17,1360,2 to 154.4
10/2/2023 10:19,2810,2 to 228.6
10/2/2023 11:12,-930,2 to 4
10/2/2023 11:13,440,76.2 to 78.2
10/2/2023 11:14,2680,152.4 to 154.4
10/2/2023 11:15,3310,226.6 to 228.6
10/2/2023 11:16,740,2 to 78.2
10/2/2023 11:17,1390,2 to 154.4
10/2/2023 11:19,2870,2 to 228.6
10/2/2023 12:12,-869,2 to 4
10/2/2023 12:13,450,76.2 to 78.2
10/2/2023 12:14,2750,152.4 to 154.4
10/2/2023 12:15,3000,226.6 to 228.6
10/2/2023 12:16,1050,2 to 78.2
10/2/2023 12:17,1750,2 to 154.4
10/2/2023 12:19,3200,2 to 228.6
10/2/2023 14:12,-669,2 to 4
10/2/2023 14:13,510,76.2 to 78.2
10/2/2023 14:14,1840,152.4 to 154.4
10/2/2023 14:15,2560,226.6 to 228.6
10/2/2023 14:16,1640,2 to 78.2
10/2/2023 14:18,2420,2 to 154.4
10/2/2023 14:19,3950,2 to 228.6
10/2/2023 15:12,-437,2 to 4
10/2/2023 15:13,530,76.2 to 78.2
10/2/2023 15:14,1870,152.4 to 154.4
10/2/2023 15:15,2240,226.6 to 228.6
10/2/2023 15:16,1480,2 to 78.2
10/2/2023 15:18,2210,2 to 154.4
10/2/2023 15:19,3460,2 to 228.6
10/2/2023 16:12,-366,2 to 4
10/2/2023 16:13,580,76.2 to 78.2
10/2/2023 16:14,2840,152.4 to 154.4
10/2/2023 16:15,2180,226.6 to 228.6
10/2/2023 16:16,1460,2 to 78.2
10/2/2023 16:18,2100,2 to 154.4
10/2/2023 16:19,3310,2 to 228.6
10/2/2023 18:12,-346,2 to 4
10/2/2023 18:13,630,76.2 to 78.2
10/2/2023 18:14,930,152.4 to 154.4
10/2/2023 18:15,2700,226.6 to 228.6
10/2/2023 18:16,1210,2 to 78.2
10/2/2023 18:18,1850,2 to 154.4
10/2/2023 18:19,2820,2 to 228.6
10/2/2023 19:12,-434,2 to 4
10/2/2023 19:13,670,76.2 to 78.2
10/2/2023 19:14,654,152.4 to 154.4
10/2/2023 19:15,2320,226.6 to 228.6
10/2/2023 19:16,1030,2 to 78.2
10/2/2023 19:18,1720,2 to 154.4
10/2/2023 19:19,2420,2 to 228.6
10/2/2023 20:12,-103,2 to 4
10/2/2023 20:13,690,76.2 to 78.2
10/2/2023 20:14,1300,152.4 to 154.4
10/2/2023 20:15,2040,226.6 to 228.6
10/2/2023 20:16,808,2 to 78.2
10/2/2023 20:18,1510,2 to 154.4
10/2/2023 20:19,2340,2 to 228.6
10/2/2023 22:12,-840,2 to 4
10/2/2023 22:13,710,76.2 to 78.2
10/2/2023 22:14,2620,152.4 to 154.4
10/2/2023 22:15,2770,226.6 to 228.6
10/2/2023 22:16,749,2 to 78.2
10/2/2023 22:18,1370,2 to 154.4
10/2/2023 22:19,2420,2 to 228.6
10/3/2023 0:12,-764,2 to 4
10/3/2023 0:13,700,76.2 to 78.2
10/3/2023 0:14,3830,152.4 to 154.4
10/3/2023 0:15,3310,226.6 to 228.6
10/3/2023 0:16,619,2 to 78.2
10/3/2023 0:18,1280,2 to 154.4
10/3/2023 0:19,2710,2 to 228.6
10/3/2023 2:12,-711,2 to 4
10/3/2023 2:13,630,76.2 to 78.2
10/3/2023 2:14,4660,152.4 to 154.4
10/3/2023 2:15,3140,226.6 to 228.6
10/3/2023 2:16,608,2 to 78.2
10/3/2023 2:18,1270,2 to 154.4
10/3/2023 2:19,2660,2 to 228.6
10/3/2023 4:12,-676,2 to 4
10/3/2023 4:13,710,76.2 to 78.2
10/3/2023 4:14,4440,152.4 to 154.4
10/3/2023 4:15,3230,226.6 to 228.6
10/3/2023 4:17,590,2 to 78.2
10/3/2023 4:18,1370,2 to 154.4
10/3/2023 4:19,2790,2 to 228.6
10/3/2023 6:12,-566,2 to 4
10/3/2023 6:13,710,76.2 to 78.2
10/3/2023 6:14,3980,152.4 to 154.4
10/3/2023 6:15,3670,226.6 to 228.6
10/3/2023 6:17,688,2 to 78.2
10/3/2023 6:18,1390,2 to 154.4
10/3/2023 6:19,2820,2 to 228.6
10/3/2023 7:12,-555,2 to 4
10/3/2023 7:13,710,76.2 to 78.2
10/3/2023 7:14,4240,152.4 to 154.4
10/3/2023 7:15,3540,226.6 to 228.6
10/3/2023 7:17,712,2 to 78.2
10/3/2023 7:18,1350,2 to 154.4
10/3/2023 7:19,2850,2 to 228.6
10/3/2023 8:12,-558,2 to 4
10/3/2023 8:13,670,76.2 to 78.2
10/3/2023 8:14,3700,152.4 to 154.4
10/3/2023 8:15,3270,226.6 to 228.6
10/3/2023 8:17,702,2 to 78.2
10/3/2023 8:18,1360,2 to 154.4
10/3/2023 8:19,2760,2 to 228.6
10/3/2023 10:12,-610,2 to 4
10/3/2023 10:13,440,76.2 to 78.2
10/3/2023 10:14,2800,152.4 to 154.4
10/3/2023 10:15,3780,226.6 to 228.6
10/3/2023 10:17,729,2 to 78.2
10/3/2023 10:18,1370,2 to 154.4
10/3/2023 10:19,2780,2 to 228.6
10/3/2023 11:12,-498,2 to 4
10/3/2023 11:13,530,76.2 to 78.2
10/3/2023 11:14,2710,152.4 to 154.4
10/3/2023 11:15,3180,226.6 to 228.6
10/3/2023 11:17,840,2 to 78.2
10/3/2023 11:18,1530,2 to 154.4
10/3/2023 11:19,2930,2 to 228.6
10/3/2023 12:12,-550,2 to 4
10/3/2023 12:13,630,76.2 to 78.2
10/3/2023 12:14,2820,152.4 to 154.4
10/3/2023 12:15,2820,226.6 to 228.6
10/3/2023 12:17,1060,2 to 78.2
10/3/2023 12:18,1660,2 to 154.4
10/3/2023 12:19,2960,2 to 228.6
10/3/2023 14:12,-749,2 to 4
10/3/2023 14:13,660,76.2 to 78.2
10/3/2023 14:14,2060,152.4 to 154.4
10/3/2023 14:15,2660,226.6 to 228.6
10/3/2023 14:17,1240,2 to 78.2
10/3/2023 14:18,2250,2 to 154.4
10/3/2023 14:19,3910,2 to 228.6
10/3/2023 15:12,-377,2 to 4
10/3/2023 15:13,760,76.2 to 78.2
10/3/2023 15:14,2320,152.4 to 154.4
10/3/2023 15:15,2640,226.6 to 228.6
10/3/2023 15:17,1120,2 to 78.2
10/3/2023 15:18,1950,2 to 154.4
10/3/2023 15:19,3300,2 to 228.6
10/3/2023 16:12,-568,2 to 4
10/3/2023 16:13,810,76.2 to 78.2
10/3/2023 16:14,2900,152.4 to 154.4
10/3/2023 16:15,2450,226.6 to 228.6
10/3/2023 16:17,940,2 to 78.2
10/3/2023 16:18,1930,2 to 154.4
10/3/2023 16:19,3380,2 to 228.6
10/3/2023 18:12,18,2 to 4
10/3/2023 18:13,870,76.2 to 78.2
10/3/2023 18:14,270,152.4 to 154.4
10/3/2023 18:16,2660,226.6 to 228.6
10/3/2023 18:17,1190,2 to 78.2
